,Sentence #,Word,Tag
23621,1095,مثل,O
23622,1095,أي,O
23623,1095,فندق,O
23624,1095,خمس,O
23625,1095,نجوم,O
23626,1095,.,O
23627,1095,بوفيه,B
23628,1095,غداء,O
23629,1095,وعشاء,O
23630,1095,فخم,O
23631,1095,للنزلاء,O
23632,1095,.,O
23633,1095,الأسعار,B
23634,1095,المخفضة,O
23635,1095,فرصة,O
23636,1095,.,O
23637,1095,عروض,O
23638,1095,خاصة,O
23639,1095,للموظفين,O
23640,1095,الحكوميين,O
23641,1095,حسب,O
23642,1095,الاستحقاق,O
23643,1095,.,O
23644,1096,مكان,B
23645,1096,جميل,O
23646,1096,وممتع,O
23647,1096,لقضاء,O
23648,1096,الإجازة,O
23649,1096,حقيقية,O
23650,1096,المكان,B
23651,1096,جميل,O
23652,1096,جدا,O
23653,1096,والعاملين,O
23654,1096,به,O
23655,1096,لا,O
23656,1096,يدخرون,O
23657,1096,جهدا,O
23658,1096,فى,O
23659,1096,خدمة,B
23660,1096,ومساعدة,O
23661,1096,النزلاء,O
23662,1096,،,O
23663,1096,وجود,O
23664,1096,العاب,O
23665,1096,للاطفال,O
23666,1096,وعروض,O
23667,1096,dj,O
23668,1096,للأطفال,O
23669,1096,جميلة,O
23670,1096,جدا,O
23671,1097,وجبيتى,B
23672,1097,الإفطار,B
23673,1097,والعشاء,I
23674,1097,أكثر,O
23675,1097,من,O
23676,1097,ممتازة,O
23677,1097,،,O
23678,1097,لكن,O
23679,1097,وجبة,O
23680,1097,الغداء,O
23681,1097,متوسطة,O
23682,1097,الشاطئ,B
23683,1097,نظيف,O
23684,1097,وتتوفر,O
23685,1097,جميع,O
23686,1097,المشروبات,O
23687,1097,ووجبات,O
23688,1097,سناك,O
23689,1097,بالإضافة,O
23690,1097,الى,O
23691,1097,حفلات,O
23692,1097,dj,O
23693,1097,على,O
23694,1097,الشاطئ,O
23695,1098,ليس,O
23696,1098,سيئاً,O
23697,1098,بنهاية,O
23698,1098,المطاف,O
23699,1099,موقع,B
23700,1099,رائع،,O
23701,1100,فندق,B
23702,1100,قديم,O
23703,1100,جداً،,O
23704,1100,آمن،,O
23705,1100,أثاث,B
23706,1100,قديم,O
23707,1100,.,O
23708,1100,لكنه,O
23709,1100,ليس,O
23710,1100,سيئاً،,O
23711,1100,فهو,O
23712,1100,جيد,O
23713,1100,لقضاء,O
23714,1100,وقت,O
23715,1100,قصير,O
23716,1101,والأسعار,O
23717,1101,معقولة,O
23718,1101,.,O
23719,1102,أرجو,O
23720,1102,أن,O
23721,1102,يقوموا,O
23722,1102,بتجديده,O
23723,1102,وعندها,O
23724,1102,سيكون,O
23725,1102,رائعاً,O
23726,1102,.,O
23727,1103,يوجد,O
23728,1103,إيجار,B
23729,1103,للسيارات,I
23730,1103,وحوض,O
23731,1103,سباحة,B
23732,1103,جيد,O
23733,1103,.,O
23734,1104,المطعم,B
23735,1104,ليس,O
23736,1104,سيئاً،,O
23737,1104,والبهو,O
23738,1104,قديم,O
23739,1104,جداً,O
23740,1104,.,O
23741,1105,جيد,O
23742,1105,للنوم,O
23743,1105,والطيران,O
23744,1105,!,O
23745,1105,موظفوا,B
23746,1105,الفندق,I
23747,1105,ودودون،,O
23748,1105,بحيث,O
23749,1105,هناك,O
23750,1105,فحص,O
23751,1105,سريع,O
23752,1105,أثناء,O
23753,1105,الدخول,O
23754,1105,والخروج،,O
23755,1106,وبوفيه,O
23756,1106,جيد,O
23757,1106,فيما,O
23758,1106,يخص,O
23759,1106,الإفطار،,O
23760,1107,أما,O
23761,1107,الغرف,B
23762,1107,فهي,O
23763,1107,بحاجة,O
23764,1107,إلى,O
23765,1107,صيانة,O
23766,1107,طفيفة,O
23767,1107,فقط,O
23768,1107,.,O
23769,1107,بالنسبة,O
23770,1107,لرفاهية,O
23771,1107,الغرفة,B
23772,1107,فهي,O
23773,1107,جيدة،,O
23774,1107,تحتاج,O
23775,1107,فقط,O
23776,1107,إلى,O
23777,1107,أن,O
23778,1107,تحتوي,O
23779,1107,على,O
23780,1107,مستلزمات,B
23781,1107,مجانية،,O
23782,1107,أكثر،,O
23783,1107,شاشة,B
23784,1107,تلفاز,I
23785,1107,مسطحة,O
23786,1107,مع,O
23787,1107,مجموعة,O
23788,1107,واسعة,O
23789,1107,من,O
23790,1107,القنوات,O
23791,1107,.,O
23792,1108,إن,O
23793,1108,موقع,O
23794,1108,الفندق,B
23795,1108,موقع,O
23796,1108,جيد,O
23797,1108,إن,O
23798,1108,كانت,O
23799,1108,لديك,O
23800,1108,رحلة,O
23801,1108,في,O
23802,1108,وقت,O
23803,1108,مبكر،,O
23804,1108,ولكنه,O
23805,1108,بعيد,O
23806,1108,عن,O
23807,1108,المدينة,O
23808,1108,.,O
23809,1109,اشكر,O
23810,1109,كل,O
23811,1109,القائمين,B
23812,1109,في,I
23813,1109,هذا,I
23814,1109,الفندق,I
23815,1109,على,O
23816,1109,تميزهم,O
23817,1109,الواضح,O
23818,1109,واخلاقهم,O
23819,1109,العاليه,O
23820,1109,و,O
23821,1109,حب,O
23822,1109,عملهم,O
23823,1109,لإرضاء,O
23824,1109,ضيوف,O
23825,1109,المصطفى,O
23826,1109,صلى,O
23827,1109,الله,O
23828,1109,عليه,O
23829,1109,وسلم,O
23830,1110,واخص,O
23831,1110,بالشكر,O
23832,1110,الأستاذ,O
23833,1110,حمزة,O
23834,1110,لكرم,O
23835,1110,ضيافته,O
23836,1110,واستقباله,O
23837,1110,الرائع,B
23838,1110,والمتوقع,O
23839,1110,من,O
23840,1110,هذه,O
23841,1110,البلد,O
23842,1110,الطاهره,O
23843,1110,واتمنى,O
23844,1110,للجميع,O
23845,1110,التوفيق,O
23846,1110,وإلى,O
23847,1110,الأمام,O
23848,1110,ان,O
23849,1110,شاءالله,O
23850,1111,سوف,O
23851,1111,أعود,O
23852,1111,!,O
23853,1111,لقد,O
23854,1111,عدت,O
23855,1111,تواً,O
23856,1111,من,O
23857,1111,أسبوع,O
23858,1111,غوص,O
23859,1111,رائع,O
23860,1111,في,O
23861,1111,sunsplash,O
23862,1111,في,O
23863,1111,دهب,O
23864,1111,.,O
23865,1111,sunsplash,O
23866,1111,هو,O
23867,1111,أحلى,O
23868,1111,وأنظف,O
23869,1111,مكان,O
23870,1111,للنزول,O
23871,1111,فيه,O
23872,1111,في,O
23873,1111,دهب،,O
23874,1111,ناهيك,O
23875,1111,عن,O
23876,1111,الخدمات,B
23877,1111,الأخرى,O
23878,1111,.,O
23879,1112,الغرف,B
23880,1112,بسيطة,O
23881,1112,من,O
23882,1112,حيث,O
23883,1112,الديكور,O
23884,1112,ولكنها,O
23885,1112,مجهزة,O
23886,1112,جيداً,O
23887,1112,وبها,O
23888,1112,كل,O
23889,1112,ما,O
23890,1112,تحتاجه،,O
23891,1113,الطعام,B
23892,1113,جيد,O
23893,1114,ويمكنك,O
23894,1114,تأجير,O
23895,1114,معدات,B
23896,1114,الغوص,I
23897,1114,وهذه,O
23898,1114,ميزة,O
23899,1114,حقيقية,O
23900,1114,.,O
23901,1114,لقد,O
23902,1114,كانت,O
23903,1114,بعض,O
23904,1114,تجاربي,O
23905,1114,سيئة,O
23906,1114,في,O
23907,1114,أماكن,O
23908,1114,أخرى,O
23909,1114,في,O
23910,1114,مصر,O
23911,1114,ولكن,O
23912,1114,sundlash,O
23913,1114,نجح,O
23914,1114,في,O
23915,1114,إزالتها،,O
23916,1114,وسوف,O
23917,1114,أعود,O
23918,1114,حتماً,O
23919,1114,.,O
23920,1114,أشكرك,O
23921,1114,يا,O
23922,1114,مارك,O
23923,1114,!,O
23924,1115,خيار,O
23925,1115,رائع,O
23926,1115,كانت,O
23927,1115,هذه,O
23928,1115,هي,O
23929,1115,المرة,O
23930,1115,الأولى,O
23931,1115,التي,O
23932,1115,نزور,O
23933,1115,فيها,O
23934,1115,تركيا,O
23935,1115,ولن,O
23936,1115,نشعر,O
23937,1115,أبدًا,O
23938,1115,بالأسف,O
23939,1115,على,O
23940,1115,اختيارنا,O
23941,1115,لهذا,O
23942,1115,المكان،,O
23943,1115,إنه,O
23944,1115,مدهش,O
23945,1115,وتم,O
23946,1115,تجديده,O
23947,1115,مؤخرا,O
23948,1115,.,O
23949,1116,الأسعار,B
23950,1116,معقولة,O
23951,1116,على,O
23952,1116,نحو,O
23953,1116,غير,O
23954,1116,متوقع,O
23955,1116,لأن,O
23956,1116,كل,O
23957,1116,شيء,O
23958,1116,فيه,O
23959,1116,جديد,O
23960,1116,وكانت,O
23961,1116,غرفتنا,B
23962,1116,تحتوي,O
23963,1116,على,O
23964,1116,كل,O
23965,1116,شي,O
23966,1116,.,O
23967,1117,كانت,O
23968,1117,غرفتنا,B
23969,1117,يتم,O
23970,1117,تنظيفها,O
23971,1117,يوميًا,O
23972,1117,.,O
23973,1117,وكان,O
23974,1117,المدير,B
23975,1117,مرنًا,O
23976,1117,للغاية,O
23977,1117,.,O
23978,1117,كل,O
23979,1117,شيء,O
23980,1117,كان,O
23981,1117,رائعًا,O
23982,1117,.,O
23983,1118,فندق,B
23984,1118,غير,O
23985,1118,مكلف,O
23986,1118,،,O
23987,1118,طاقم,B
23988,1118,الفندق,I
23989,1118,ضعيف,O
23990,1118,ولكن,O
23991,1118,لطيف,O
23992,1119,أقمت,O
23993,1119,بفندق,O
23994,1119,ميامي,O
23995,1119,من,O
23996,1119,27,O
23997,1119,ديسمبر,O
23998,1119,2012,O
23999,1119,حتى,O
24000,1119,2,O
24001,1119,يناير,O
24002,1119,2013,O
24003,1119,.,O
24004,1119,فندق,B
24005,1119,رخيص,O
24006,1119,فعلاً,O
24007,1119,لكني,O
24008,1119,لم,O
24009,1119,أتوقع,O
24010,1119,شيء,O
24011,1119,مميز,O
24012,1119,.,O
24013,1120,طاقم,B
24014,1120,المكان,B
24015,1120,كان,O
24016,1120,ودود,O
24017,1120,جداً،,O
24018,1120,لكن,O
24019,1120,الغرفة,B
24020,1120,كانت,O
24021,1120,صغيرة,O
24022,1120,للغاية,O
24023,1120,وغير,O
24024,1120,نظيفة,O
24025,1120,تماماً,O
24026,1121,لأن,O
24027,1121,مستوى,O
24028,1121,الفندق,B
24029,1121,نجمة,O
24030,1121,واحدة,O
24031,1121,فهم,O
24032,1121,لا,O
24033,1121,يقومون,O
24034,1121,بتنظيف,O
24035,1121,الغرفة,B
24036,1121,أثناء,O
24037,1121,إقامتك,O
24038,1121,.,O
24039,1121,يجب,O
24040,1121,عليك,O
24041,1121,أيضا,O
24042,1121,أن,O
24043,1121,تطلب,O
24044,1121,مناديل,B
24045,1121,ورقية,I
24046,1121,جديدة,O
24047,1121,للحمام,O
24048,1121,إذا,O
24049,1121,أردت,O
24050,1121,الحصول,O
24051,1121,عليها,O
24052,1121,.,O
24053,1122,فندق,B
24054,1122,لطيف,O
24055,1122,في,O
24056,1122,أبوظبي,O
24057,1122,تقع,O
24058,1122,هذه,O
24059,1122,الشقة,O
24060,1122,الفندقية,O
24061,1122,في,O
24062,1122,مركز,O
24063,1122,المدينة,O
24064,1122,حيث,O
24065,1122,يمكنك,O
24066,1122,أن,O
24067,1122,تجد,O
24068,1122,كل,O
24069,1122,شيء,O
24070,1122,قريباً,O
24071,1122,منك,O
24072,1122,.,O
24073,1122,أقمت,O
24074,1122,مع,O
24075,1122,عائلتي,O
24076,1122,ليلة,O
24077,1122,واحدة,O
24078,1122,في,O
24079,1122,شقة,O
24080,1122,من,O
24081,1122,غرفة,O
24082,1122,نوم,O
24083,1122,واحدة,O
24084,1122,.,O
24085,1123,تحتوي,O
24086,1123,الشقة,O
24087,1123,على,O
24088,1123,غرفة,O
24089,1123,نوم,O
24090,1123,وحمام,O
24091,1123,وصالة,O
24092,1123,مع,O
24093,1123,مطبخ,O
24094,1123,مجهز,O
24095,1123,بشكل,O
24096,1123,كامل,O
24097,1123,.,O
24098,1123,كل,O
24099,1123,شيء,O
24100,1123,كان,O
24101,1123,على,O
24102,1123,ما,O
24103,1123,يرام،,O
24104,1123,فالاستقبال,O
24105,1123,متعاون,O
24106,1123,جداً،,O
24107,1123,وخاصة,O
24108,1123,السيد,O
24109,1123,تشارلي,O
24110,1123,.,O
24111,1123,حاولوا,O
24112,1123,أن,O
24113,1123,تقيموا,O
24114,1123,في,O
24115,1123,هذا,O
24116,1123,الفندق،,O
24117,1123,وستحصلون,O
24118,1123,على,O
24119,1123,أكثر,O
24120,1123,مما,O
24121,1123,دفعتم,O
24122,1123,له,O
24123,1123,.,O
24124,1123,الشكر,O
24125,1123,لموقع,O
24126,1123,booking,O
24127,1123,.,O
24128,1123,com,O
24129,1123,فيصل,O
24130,1124,تجنبوه,O
24131,1124,كان,O
24132,1124,علي,O
24133,1124,الإقامة,O
24134,1124,في,O
24135,1124,فندق,O
24136,1124,لدواعي,O
24137,1124,سفري,O
24138,1124,في,O
24139,1124,نهاية,O
24140,1124,أكتوبر,O
24141,1124,وكان,O
24142,1124,ذلك,O
24143,1124,خيار,O
24144,1124,الدقيقة,O
24145,1124,الأخيرة,O
24146,1124,حيث,O
24147,1124,كنا,O
24148,1124,في,O
24149,1124,وقت,O
24150,1124,عطلة,O
24151,1124,محلية,O
24152,1124,وكان,O
24153,1124,كل,O
24154,1124,شيْ,O
24155,1124,مغلقًا,O
24156,1124,.,O
24157,1124,استخدمت,O
24158,1124,الفندق,B
24159,1124,للنوم,O
24160,1124,في,O
24161,1124,المساء,O
24162,1124,.,O
24163,1124,الفندق,O
24164,1124,رث,O
24165,1124,وقذر,O
24166,1124,.,O
24167,1125,وكانت,O
24168,1125,الغرفة,B
24169,1125,التي,O
24170,1125,أقمت,O
24171,1125,بها,O
24172,1125,غير,O
24173,1125,نظيفة،,O
24174,1125,وكان,O
24175,1125,المكيف,B
24176,1125,لا,O
24177,1125,يعمل,O
24178,1126,كما,O
24179,1126,كانت,O
24180,1126,هناك,O
24181,1126,أسلاك,B
24182,1126,كهربية,I
24183,1126,مكشوفة,O
24184,1126,في,O
24185,1126,الحمام،,O
24186,1126,معلقة,O
24187,1126,من,O
24188,1126,السفاطة,O
24189,1126,بجوار,O
24190,1126,الدش,O
24191,1126,.,O
24192,1127,لا,O
24193,1127,تنزلوا,O
24194,1127,في,O
24195,1127,هذا,O
24196,1127,الفندق،,O
24197,1127,حيث,O
24198,1127,لا,O
24199,1127,مكان,O
24200,1127,للتطوير,O
24201,1127,.,O
24202,1127,يجب,O
24203,1127,تحطيم,O
24204,1127,التجهيزات,O
24205,1127,.,O
24206,1128,إقامة,O
24207,1128,في,O
24208,1128,فندق,B
24209,1128,سئ,O
24210,1128,كانت,O
24211,1128,إقامتي,O
24212,1128,في,O
24213,1128,ذلك,O
24214,1128,الفندق,O
24215,1128,فظيعة,O
24216,1128,.,O
24217,1128,فقد,O
24218,1128,دفعت,O
24219,1128,نقوداً,O
24220,1128,مقابل,O
24221,1128,غرفة,B
24222,1128,كبيرة،,O
24223,1128,لكنهم,O
24224,1128,أعطوني,O
24225,1128,غرفة,O
24226,1128,صغيرة,O
24227,1128,كثيراَ,O
24228,1128,بمستوى,O
24229,1128,فندق,O
24230,1128,صغير,O
24231,1128,أو,O
24232,1128,فنادق,O
24233,1128,غرفة,O
24234,1128,وفطور,O
24235,1128,،,O
24236,1128,وليس,O
24237,1128,بمستوى,O
24238,1128,فندق,O
24239,1128,3,O
24240,1128,نجوم,O
24241,1128,.,O
24242,1129,موظفو,B
24243,1129,الاستقبال,B
24244,1129,غير,O
24245,1129,متعاونين,O
24246,1129,وغير,O
24247,1129,مؤدبين,O
24248,1129,.,O
24249,1129,الفطور,B
24250,1129,سيء,O
24251,1129,.,O
24252,1129,الغرفة,B
24253,1129,غير,O
24254,1129,نظيفة,O
24255,1129,.,O
24256,1129,الأصوات,O
24257,1129,من,O
24258,1129,النوادي,O
24259,1129,الليلية,O
24260,1129,صاخبة,O
24261,1129,كثيراً,O
24262,1129,.,O
24263,1129,الفندق,B
24264,1129,ليس,O
24265,1129,جيداً,O
24266,1129,لرحلة,O
24267,1129,استرخاء,O
24268,1129,.,O
24269,1129,لن,O
24270,1129,أنسى,O
24271,1129,قط,O
24272,1129,إقامتي,O
24273,1129,الرهيبة,O
24274,1129,في,O
24275,1129,فندق,O
24276,1129,مونريال:,O
24277,1130,لقد,O
24278,1130,زرت,O
24279,1130,فندق,O
24280,1130,مبارك,O
24281,1130,بلازا,O
24282,1130,في,O
24283,1130,فبراير,O
24284,1130,2012،,O
24285,1130,أسعاره,B
24286,1130,معقولة،,O
24287,1130,بعيد,O
24288,1130,عن,O
24289,1130,الحرم,B
24290,1130,ولكن,O
24291,1130,هناك,O
24292,1130,حافلات,B
24293,1130,في,O
24294,1130,كل,O
24295,1130,مرة,O
24296,1130,.,O
24297,1131,كانت,O
24298,1131,الغرفة,B
24299,1131,نظيفة,O
24300,1131,وواسعة,O
24301,1131,بشكل,O
24302,1131,كاف،,O
24303,1131,لكن,O
24304,1131,الحمام,B
24305,1131,لم,O
24306,1131,يكن,O
24307,1131,بنفس,O
24308,1131,هذه,O
24309,1131,الجودة,O
24310,1131,فهو,O
24311,1131,ضيق,O
24312,1131,جدًا,O
24313,1131,كما,O
24314,1131,لو,O
24315,1131,كان,O
24316,1131,مخصص,O
24317,1131,لغرفة,O
24318,1131,أخرى,O
24319,1131,(,O
24320,1131,أقل,O
24321,1131,جودة,O
24322,1131,من,O
24323,1131,الغرفة,O
24324,1131,),O
24325,1131,.,O
24326,1132,كان,O
24327,1132,هناك,O
24328,1132,موقف,B
24329,1132,سيارات,I
24330,1132,مجاني,O
24331,1132,وخدمة,O
24332,1132,إنترنت,B
24333,1132,لاسلكي,O
24334,1132,مجانية,O
24335,1132,.,O
24336,1132,بوفيه,B
24337,1132,الإفطار,O
24338,1132,لم,O
24339,1132,يكن,O
24340,1132,سيئًا,O
24341,1132,ولكنه,O
24342,1132,لا,O
24343,1132,يلائم,O
24344,1132,فندق,O
24345,1132,4,O
24346,1132,نجوم,O
24347,1132,والطاقم,O
24348,1132,كان,O
24349,1132,جيدًا,O
24350,1132,.,O
24351,1133,كان,O
24352,1133,لي,O
24353,1133,شرف,O
24354,1133,الاعتمار,O
24355,1133,لبيت,O
24356,1133,الحرام,O
24357,1133,العام,O
24358,1133,الماضي,O
24359,1133,في,O
24360,1133,رمضان,O
24361,1133,وقد,O
24362,1133,اقمت,O
24363,1133,في,O
24364,1133,هذا,O
24365,1133,الفندق,O
24366,1133,لمدة,O
24367,1133,اربع,O
24368,1133,ليال,O
24369,1133,حيث,O
24370,1133,تعودت,O
24371,1133,في,O
24372,1133,العامين,O
24373,1133,السابقين,O
24374,1133,الاقامة,O
24375,1133,فية,O
24376,1134,الفندق,B
24377,1134,رائع,O
24378,1134,وخدماته,O
24379,1134,روعة,O
24380,1134,الافطار,B
24381,1134,والسحور,O
24382,1134,فية,O
24383,1134,مطاعمة,O
24384,1134,الثلاثة,O
24385,1134,طيب,O
24386,1134,ومتنوع,O
24387,1135,واشكر,O
24388,1135,ادارة,B
24389,1135,الفندق,I
24390,1135,على,O
24391,1135,سعة,O
24392,1135,الصدر,O
24393,1135,مع,O
24394,1135,ضيوف,O
24395,1135,بيت,O
24396,1135,الله,O
24397,1135,في,O
24398,1135,مواسم,O
24399,1135,العمرة,O
24400,1135,الرمضانية,O
24401,1136,مكان,B
24402,1136,نظيف,O
24403,1136,الفندق,B
24404,1136,القديم,O
24405,1136,ذو,O
24406,1136,التاريخ,O
24407,1136,هو,O
24408,1136,مكان,O
24409,1136,جيد,O
24410,1136,للإقامة,O
24411,1136,عندما,O
24412,1136,تكون,O
24413,1136,في,O
24414,1136,المنيا,O
24415,1136,.,O
24416,1137,الغرف,B
24417,1137,نظيفة,O
24418,1137,لكن,O
24419,1137,الحمام,B
24420,1137,(,O
24421,1137,يمكن,O
24422,1137,إغلاق,O
24423,1137,الباب,O
24424,1137,بشق,O
24425,1137,الأنفس,O
24426,1137,حين,O
24427,1137,تكون,O
24428,1137,في,O
24429,1137,الحمام,O
24430,1137,),O
24431,1137,.,O
24432,1138,الغرف,O
24433,1138,المواجهة,O
24434,1138,للنيل,O
24435,1138,لها,O
24436,1138,إطلالة,B
24437,1138,جميلة،,O
24438,1138,لكنها,O
24439,1138,تعج,O
24440,1138,بالضجيج,O
24441,1138,لإن,O
24442,1138,الفندق,O
24443,1138,موقعه,B
24444,1138,على,O
24445,1138,الكورنيش,O
24446,1138,المزدحم,O
24447,1138,مباشرة,O
24448,1138,(,O
24449,1138,على,O
24450,1138,بعد,O
24451,1138,مسافة,O
24452,1138,أقل,O
24453,1138,من,O
24454,1138,10,O
24455,1138,دقائق,O
24456,1138,من,O
24457,1138,محطة,O
24458,1138,القطار,O
24459,1138,),O
24460,1138,.,O
24461,1139,الإقامة,O
24462,1139,تشمل,O
24463,1139,الإفطار,B
24464,1139,الذي,O
24465,1139,قد,O
24466,1139,تعتبره,O
24467,1139,حسنًا,O
24468,1139,أو,O
24469,1139,رديئًا,O
24470,1139,حسب,O
24471,1139,تقديرك,O
24472,1139,للمطبخ,O
24473,1139,المصري,O
24474,1139,.,O
24475,1140,اجمل,O
24476,1140,اجازة,O
24477,1140,المكان,B
24478,1140,جميل,O
24479,1140,جدا,O
24480,1140,و,O
24481,1140,مريح,O
24482,1140,و,O
24483,1140,كل,O
24484,1140,اللي,O
24485,1140,بيشتغلوا,O
24486,1140,ودودين,O
24487,1140,و,O
24488,1140,دمهم,O
24489,1140,خفيف,O
24490,1140,و,O
24491,1140,محترمين,O
24492,1140,جدا,O
24493,1140,خاصتا,O
24494,1140,الانيميشين,O
24495,1140,(,O
24496,1140,كريم,O
24497,1140,و,O
24498,1140,شيكو,O
24499,1140,),O
24500,1140,و,O
24501,1140,اللي,O
24502,1140,في,O
24503,1140,اللوبي,O
24504,1140,و,O
24505,1140,الشيفات,O
24506,1140,.,O
24507,1140,.,O
24508,1140,استمتعت,O
24509,1140,جدا,O
24510,1140,بالوقت,O
24511,1140,اللي,O
24512,1140,قضيته,O
24513,1140,و,O
24514,1140,كان,O
24515,1140,نفسي,O
24516,1140,افضل,O
24517,1140,اكتر,O
24518,1140,من,O
24519,1140,كده,O
24520,1140,و,O
24521,1140,اكيد,O
24522,1140,هرجع,O
24523,1140,تاني,O
24524,1140,قريب,O
24525,1140,ان,O
24526,1140,شاء,O
24527,1140,الله,O
24528,1141,لقد,O
24529,1141,تحسن,O
24530,1141,كثيرًا,O
24531,1141,!,O
24532,1141,هذه,O
24533,1141,هي,O
24534,1141,زيارتي,O
24535,1141,الثالثة,O
24536,1141,لتلك,O
24537,1141,المنشأة,O
24538,1141,وما,O
24539,1141,زالوا,O
24540,1141,مستمرين,O
24541,1141,في,O
24542,1141,تحسين,O
24543,1141,مرافق,B
24544,1141,الفندق,I
24545,1141,.,O
24546,1141,على,O
24547,1141,الرغم,O
24548,1141,من,O
24549,1141,أن,O
24550,1141,الغرفة,B
24551,1141,تحتاج,O
24552,1141,إلى,O
24553,1141,مزيد,O
24554,1141,من,O
24555,1141,التحسينات,O
24556,1141,ولكنها,O
24557,1141,كانت,O
24558,1141,رائعة,O
24559,1141,لقضاء,O
24560,1141,الليلة,O
24561,1141,حتى,O
24562,1141,صباح,O
24563,1141,اليوم,O
24564,1141,التالي,O
24565,1141,.,O
24566,1141,بعد,O
24567,1141,التسلق,O
24568,1141,المرهق,O
24569,1141,لجبل,O
24570,1141,سيناء،,O
24571,1141,ستقع,O
24572,1141,على,O
24573,1141,فراشك,O
24574,1141,من,O
24575,1141,التعب,O
24576,1141,فمن,O
24577,1141,الذي,O
24578,1141,بحاجة,O
24579,1141,إلى,O
24580,1141,جميع,O
24581,1141,تلك,O
24582,1141,المرافق,O
24583,1141,.,O
24584,1142,ليه,O
24585,1142,كده,O
24586,1142,1,O
24587,1142,لايوجد,O
24588,1142,مراعاة,O
24589,1142,لسن,O
24590,1142,فى,O
24591,1142,تحديد,O
24592,1142,اماكن,O
24593,1142,الغرف,B
24594,1142,من,O
24595,1142,قرب,O
24596,1142,اوبعد,O
24597,1142,فى,O
24598,1142,حين,O
24599,1142,ان,O
24600,1142,نسبة,O
24601,1142,لاشغال,O
24602,1142,18%,O
24603,1142,تقريبا,O
24604,1142,.,O
24605,1143,2,O
24606,1143,لابد,O
24607,1143,ان,O
24608,1143,تطلب,O
24609,1143,الاستقبال,B
24610,1143,اكثر,O
24611,1143,من,O
24612,1143,مرتين,O
24613,1143,ليرد,O
24614,1143,عليك,O
24615,1143,ولايلبى,O
24616,1143,طلبك,O
24617,1143,فى,O
24618,1143,مشكله,O
24619,1143,معينه,O
24620,1143,الابعد,O
24621,1143,المره,O
24622,1143,الثالثه,O
24623,1143,وبعد,O
24624,1143,ان,O
24625,1143,تنفعل,O
24626,1143,ويضيق,O
24627,1143,صدرك,O
24628,1144,3,O
24629,1144,بالنسبه,O
24630,1144,للمطعم,B
24631,1144,لايوجد,O
24632,1144,تذوق,O
24633,1144,لمعظم,O
24634,1144,المأكولات,B
24635,1144,بالاضافه,O
24636,1144,لسؤ,O
24637,1144,بعضها,O
24638,1144,جدا,O
24639,1144,وعدم,O
24640,1144,صلاحيتا,O
24641,1144,والفاكهة,O
24642,1144,يتم,O
24643,1144,تقطيع,O
24644,1144,الثمره,O
24645,1144,لفطع,O
24646,1144,(,O
24647,1144,الكمثرى,O
24648,1144,-,O
24649,1144,الموز,O
24650,1144,),O
24651,1144,وبالتالى,O
24652,1144,فتتأكسد,O
24653,1144,ويتغير,O
24654,1144,لونها,O
24655,1144,وهذا,O
24656,1144,هو,O
24657,1144,الموجود,O
24658,1145,4,O
24659,1145,الغرف,B
24660,1145,لايوجد,O
24661,1145,بها,O
24662,1145,صيانة,O
24663,1145,وممكن,O
24664,1145,تلاقى,O
24665,1145,مياه,O
24666,1145,تنزل,O
24667,1145,عليك,O
24668,1145,وانت,O
24669,1145,فى,O
24670,1145,الحمام,B
24671,1145,9,O
24672,1146,انني,O
24673,1146,وبكل,O
24674,1146,صراحه,O
24675,1146,لم,O
24676,1146,اجد,O
24677,1146,ارقى,O
24678,1146,وافضل,O
24679,1146,واجمل,O
24680,1146,من,O
24681,1146,هذا,O
24682,1146,الفندق,B
24683,1146,الرائع,O
24684,1147,من,O
24685,1147,جميع,O
24686,1147,النواحي,O
24687,1147,جمال,O
24688,1147,الموقع,B
24689,1147,نظافة,O
24690,1147,المكان,B
24691,1147,.,O
24692,1148,سرعة,O
24693,1148,تلبية,O
24694,1148,الطلبات,O
24695,1148,.,O
24696,1149,سرعه,B
24697,1149,الاستجابه,B
24698,1149,لاي,O
24699,1149,ندا,O
24700,1149,جمال,O
24701,1149,التعاون,O
24702,1149,.,O
24703,1149,السعي,O
24704,1149,الحثيث,O
24705,1149,لعمل,O
24706,1149,اي,O
24707,1149,عمل,O
24708,1149,فيه,O
24709,1149,سعادة,O
24710,1149,للنزيل,O
24711,1149,.,O
24712,1150,.,O
24713,1150,سعة,O
24714,1150,صدر,O
24715,1150,جميع,O
24716,1150,الموظفين,B
24717,1150,في,O
24718,1150,الفندق,O
24719,1150,كل,O
24720,1150,في,O
24721,1150,اختصاصه,O
24722,1151,مناسب,O
24723,1151,للاسترخاء,O
24724,1151,فندق,B
24725,1151,صغير,O
24726,1151,مناسب,O
24727,1151,للاسترخاء,O
24728,1151,وأجواؤه,O
24729,1151,جميلة,O
24730,1151,في,O
24731,1151,نادي,O
24732,1151,الغولف,O
24733,1151,ranched,O
24734,1151,العربي,O
24735,1151,.,O
24736,1151,ليس,O
24737,1151,فيه,O
24738,1151,أشياء,O
24739,1151,كثيرة,O
24740,1151,أخرى,O
24741,1151,يقدمها,O
24742,1151,إلى,O
24743,1151,جانب,O
24744,1151,نادي,O
24745,1151,الغولف،,O
24746,1151,فلا,O
24747,1151,يوجد,O
